Nama File,Label Prediksi,Nama Folder
augmented_image_0.jpg,G,G
augmented_image_1.jpg,G,G
augmented_image_12.jpg,G,G
augmented_image_13.jpg,G,G
augmented_image_14.jpg,G,G
augmented_image_16.jpg,G,G
augmented_image_17.jpg,G,G
augmented_image_23.jpg,G,G
augmented_image_28.jpg,G,G
augmented_image_30.jpg,G,G
augmented_image_34.jpg,G,G
augmented_image_42.jpg,G,G
augmented_image_5.jpg,G,G
augmented_image_52.jpg,G,G
augmented_image_65.jpg,G,G
augmented_image_68.jpg,G,G
augmented_image_7.jpg,G,G
augmented_image_83.jpg,G,G
augmented_image_88.jpg,G,G
augmented_image_96.jpg,G,G
augmented_image_98.jpg,G,G
flip014.jpg,G,G
flip015.jpg,G,G
flip021.jpg,G,G
flip022.jpg,G,G
flip029.jpg,G,G
flip030.jpg,G,G
flip033.jpg,G,G
flip044.jpg,G,G
flip045.jpg,G,G
flip046.jpg,G,G
flip053.jpg,G,G
flip056.jpg,G,G
flip057.jpg,G,G
flip062.jpg,G,G
flip065.jpg,G,G
flip066.jpg,G,G
flip080.jpg,G,G
flip086.jpg,G,G
flip087.jpg,G,G
flip089.jpg,G,G
flip092.jpg,G,G
flip094.jpg,G,G
flip099.jpg,G,G
flip103.jpg,G,G
flip112.jpg,G,G
flip115.jpg,G,G
flip120.jpg,G,G
flip126.jpg,G,G
flip130.jpg,G,G
flip131.jpg,G,G
flip142.jpg,G,G
flip143.jpg,G,G
flip144.jpg,G,G
image_11.jpg,G,G
image_13 copy.jpg,G,G
image_19.jpg,G,G
image_21.jpg,G,G
image_24.jpg,G,G
image_29.jpg,G,G
image_34.jpg,G,G
image_6.jpg,G,G
image_9.jpg,G,G
rotate000.jpg,G,G
rotate007.jpg,G,G
rotate013.jpg,G,G
rotate020.jpg,G,G
rotate022.jpg,G,G
rotate027.jpg,G,G
rotate032.jpg,G,G
rotate036.jpg,G,G
rotate038.jpg,G,G
rotate042.jpg,G,G
rotate044.jpg,G,G
rotate046.jpg,G,G
rotate057.jpg,G,G
rotate058.jpg,G,G
rotate066.jpg,G,G
rotate073.jpg,G,G
rotate084.jpg,G,G
rotate097.jpg,G,G
rotate098.jpg,G,G
rotate110.jpg,G,G
rotate125.jpg,G,G
rotate130.jpg,G,G
rotate138.jpg,G,G
rotate141.jpg,G,G
rotate146.jpg,G,G
wall white (3).jpg,G,G
wall white (4).jpg,G,G
