Nama File,Label Prediksi,Nama Folder
IMG_20191210_180729.jpg,L,L
augmented_image_11.jpg,L,L
augmented_image_12.jpg,L,L
augmented_image_19.jpg,L,L
augmented_image_36.jpg,L,L
augmented_image_39.jpg,L,L
augmented_image_48.jpg,L,L
augmented_image_5.jpg,L,L
augmented_image_56.jpg,L,L
augmented_image_58.jpg,L,L
augmented_image_65.jpg,L,L
augmented_image_66.jpg,L,L
augmented_image_70.jpg,L,L
augmented_image_73.jpg,L,L
augmented_image_76.jpg,L,L
augmented_image_77.jpg,L,L
augmented_image_8.jpg,L,L
augmented_image_82.jpg,L,L
augmented_image_9.jpg,L,L
augmented_image_91.jpg,L,L
augmented_image_93.jpg,L,L
augmented_image_95.jpg,L,L
body dot (3).jpg,L,L
flip003.jpg,L,L
flip013.jpg,L,L
flip015.jpg,L,L
flip027.jpg,L,L
flip030.jpg,L,L
flip032.jpg,L,L
flip036.jpg,L,L
flip038.jpg,L,L
flip045.jpg,L,L
flip048.jpg,L,L
flip053.jpg,L,L
flip060.jpg,L,L
flip063.jpg,L,L
flip083.jpg,L,L
flip085.jpg,L,L
flip088.jpg,L,L
flip091.jpg,L,L
flip094.jpg,L,L
flip101.jpg,L,L
flip108.jpg,L,L
flip110.jpg,L,L
flip111.jpg,L,L
flip112.jpg,L,L
flip117.jpg,L,L
flip118.jpg,L,L
flip120.jpg,L,L
flip121.jpg,L,L
flip125.jpg,L,L
flip128.jpg,L,L
flip132.jpg,L,L
flip134.jpg,L,L
flip135.jpg,L,L
flip137.jpg,L,L
flip138.jpg,L,L
flip141.jpg,L,L
image_10.jpg,L,L
image_11.jpg,L,L
image_18.jpg,L,L
image_34.jpg,L,L
image_36.jpg,L,L
image_9.jpg,L,L
rotate001.jpg,L,L
rotate012.jpg,L,L
rotate015.jpg,L,L
rotate018.jpg,L,L
rotate022.jpg,L,L
rotate025.jpg,L,L
rotate044.jpg,L,L
rotate046.jpg,L,L
rotate051.jpg,L,L
rotate054.jpg,L,L
rotate061.jpg,L,L
rotate063.jpg,L,L
rotate071.jpg,L,L
rotate085.jpg,L,L
rotate105.jpg,L,L
rotate110.jpg,L,L
rotate114.jpg,L,L
rotate115.jpg,L,L
rotate118.jpg,L,L
rotate125.jpg,L,L
rotate131.jpg,L,L
rotate133.jpg,L,L
rotate135.jpg,L,L
rotate136.jpg,L,L
rotate141.jpg,L,L
rotate148.jpg,L,L
