Nama File,Label Prediksi,Nama Folder
augmented_image_0.jpg,Z,Z
augmented_image_10.jpg,Z,Z
augmented_image_12.jpg,Z,Z
augmented_image_2.jpg,Z,Z
augmented_image_20.jpg,Z,Z
augmented_image_33.jpg,Z,Z
augmented_image_35.jpg,Z,Z
augmented_image_36.jpg,Z,Z
augmented_image_39.jpg,Z,Z
augmented_image_46.jpg,Z,Z
augmented_image_5.jpg,Z,Z
augmented_image_54.jpg,Z,Z
augmented_image_57.jpg,Z,Z
augmented_image_63.jpg,Z,Z
augmented_image_64.jpg,Z,Z
augmented_image_72.jpg,Z,Z
augmented_image_78.jpg,Z,Z
augmented_image_82.jpg,Z,Z
augmented_image_83.jpg,Z,Z
augmented_image_87.jpg,Z,Z
augmented_image_89.jpg,Z,Z
flip003.jpg,Z,Z
flip010.jpg,Z,Z
flip012.jpg,Z,Z
flip015.jpg,Z,Z
flip022.jpg,Z,Z
flip023.jpg,Z,Z
flip029.jpg,Z,Z
flip030.jpg,Z,Z
flip035.jpg,Z,Z
flip045.jpg,Z,Z
flip047.jpg,Z,Z
flip050.jpg,Z,Z
flip060.jpg,Z,Z
flip061.jpg,Z,Z
flip070.jpg,Z,Z
flip080.jpg,Z,Z
flip084.jpg,Z,Z
flip094.jpg,Z,Z
flip098.jpg,Z,Z
flip101.jpg,Z,Z
flip103.jpg,Z,Z
flip104.jpg,Z,Z
flip109.jpg,Z,Z
flip110.jpg,Z,Z
flip113.jpg,Z,Z
flip115.jpg,Z,Z
flip120.jpg,Z,Z
flip123.jpg,Z,Z
flip126.jpg,Z,Z
flip128.jpg,Z,Z
flip133.jpg,Z,Z
flip139.jpg,Z,Z
flip145.jpg,Z,Z
image_1.jpg,Z,Z
image_10.jpg,Z,Z
image_11.jpg,Z,Z
image_17.jpg,Z,Z
image_2.jpg,Z,Z
image_21.jpg,Z,Z
image_25.jpg,Z,Z
image_26.jpg,Z,Z
image_31.jpg,Z,Z
image_33.jpg,Z,Z
image_34.jpg,Z,Z
image_8.jpg,Z,Z
rotate000.jpg,Z,Z
rotate014.jpg,Z,Z
rotate024.jpg,Z,Z
rotate028.jpg,Z,Z
rotate033.jpg,Z,Z
rotate039.jpg,Z,Z
rotate041.jpg,Z,Z
rotate042.jpg,Z,Z
rotate046.jpg,Z,Z
rotate048.jpg,Z,Z
rotate053.jpg,Z,Z
rotate058.jpg,Z,Z
rotate068.jpg,Z,Z
rotate074.jpg,Z,Z
rotate077.jpg,Z,Z
rotate095.jpg,Z,Z
rotate099.jpg,Z,Z
rotate104.jpg,Z,Z
rotate128.jpg,Z,Z
rotate136.jpg,Z,Z
rotate138.jpg,Z,Z
rotate140.jpg,Z,Z
rotate145.jpg,Z,Z
rotate149.jpg,Z,Z
