Nama File,Label Prediksi,Nama Folder
augmented_image_0.jpg,A,A
augmented_image_15.jpg,A,A
augmented_image_18.jpg,A,A
augmented_image_19.jpg,A,A
augmented_image_2.jpg,A,A
augmented_image_23.jpg,A,A
augmented_image_33.jpg,A,A
augmented_image_36.jpg,A,A
augmented_image_44.jpg,A,A
augmented_image_49.jpg,A,A
augmented_image_6.jpg,A,A
augmented_image_60.jpg,A,A
augmented_image_70.jpg,A,A
augmented_image_72.jpg,A,A
augmented_image_76.jpg,A,A
augmented_image_86.jpg,A,A
augmented_image_89.jpg,A,A
augmented_image_90.jpg,A,A
augmented_image_92.jpg,A,A
augmented_image_98.jpg,A,A
flip009.jpg,A,A
flip013.jpg,A,A
flip033.jpg,A,A
flip039.jpg,A,A
flip040.jpg,A,A
flip042.jpg,A,A
flip043.jpg,A,A
flip053.jpg,A,A
flip063.jpg,A,A
flip065.jpg,A,A
flip069.jpg,A,A
flip073.jpg,A,A
flip096.jpg,A,A
flip099.jpg,A,A
flip100.jpg,A,A
flip113.jpg,A,A
flip114.jpg,A,A
flip115.jpg,A,A
flip124.jpg,A,A
flip128.jpg,A,A
flip132.jpg,A,A
flip140.jpg,A,A
image_15.jpg,A,A
image_18.jpg,A,A
image_19.jpg,A,A
image_2.jpg,A,A
image_21.jpg,A,A
image_27.jpg,A,A
image_35.jpg,A,A
image_36.jpg,A,A
image_4.jpg,A,A
image_6.jpg,A,A
rotate010.jpg,A,A
rotate013.jpg,A,A
rotate015.jpg,A,A
rotate025.jpg,A,A
rotate026.jpg,A,A
rotate030.jpg,A,A
rotate036.jpg,A,A
rotate041.jpg,A,A
rotate047.jpg,A,A
rotate049.jpg,A,A
rotate050.jpg,A,A
rotate052.jpg,A,A
rotate059.jpg,A,A
rotate060.jpg,A,A
rotate065.jpg,A,A
rotate068.jpg,A,A
rotate070.jpg,A,A
rotate071.jpg,A,A
rotate076.jpg,A,A
rotate082.jpg,A,A
rotate084.jpg,A,A
rotate085.jpg,A,A
rotate091.jpg,A,A
rotate093.jpg,A,A
rotate099.jpg,A,A
rotate115.jpg,A,A
rotate116.jpg,A,A
rotate118.jpg,A,A
rotate126.jpg,A,A
rotate129.jpg,A,A
rotate133.jpg,A,A
rotate140.jpg,A,A
rotate143.jpg,A,A
wall white (1).jpg,A,A
wall white (2).jpg,A,A
wall white (3).jpg,A,A
