Nama File,Label Prediksi,Nama Folder
augmented_image_100.jpg,Q,Q
augmented_image_15.jpg,Q,Q
augmented_image_20.jpg,Q,Q
augmented_image_21.jpg,Q,Q
augmented_image_3.jpg,Q,Q
augmented_image_32.jpg,Q,Q
augmented_image_37.jpg,Q,Q
augmented_image_4.jpg,Q,Q
augmented_image_50.jpg,Q,Q
augmented_image_52.jpg,Q,Q
augmented_image_54.jpg,Q,Q
augmented_image_64.jpg,Q,Q
augmented_image_65.jpg,Q,Q
augmented_image_70.jpg,Q,Q
augmented_image_72.jpg,Q,Q
augmented_image_81.jpg,Q,Q
augmented_image_87.jpg,Q,Q
body dot (4).jpg,Q,Q
flip004.jpg,Q,Q
flip014.jpg,Q,Q
flip015.jpg,Q,Q
flip017.jpg,Q,Q
flip021.jpg,Q,Q
flip029.jpg,Q,Q
flip036.jpg,Q,Q
flip041.jpg,Q,Q
flip047.jpg,Q,Q
flip054.jpg,Q,Q
flip056.jpg,Q,Q
flip059.jpg,Q,Q
flip060.jpg,Q,Q
flip065.jpg,Q,Q
flip072.jpg,Q,Q
flip078.jpg,Q,Q
flip081.jpg,Q,Q
flip083.jpg,Q,Q
flip084.jpg,Q,Q
flip088.jpg,Q,Q
flip089.jpg,Q,Q
flip095.jpg,Q,Q
flip099.jpg,Q,Q
flip100.jpg,Q,Q
flip103.jpg,Q,Q
flip104.jpg,Q,Q
flip105.jpg,Q,Q
flip109.jpg,Q,Q
flip115.jpg,Q,Q
flip121.jpg,Q,Q
flip125.jpg,Q,Q
flip137.jpg,Q,Q
flip144.jpg,Q,Q
image_14 copy.jpg,Q,Q
image_16.jpg,Q,Q
image_18.jpg,Q,Q
image_20.jpg,Q,Q
image_26.jpg,Q,Q
image_27.jpg,Q,Q
image_3.jpg,Q,Q
image_5.jpg,Q,Q
image_9.jpg,Q,Q
rotate002.jpg,Q,Q
rotate007.jpg,Q,Q
rotate008.jpg,Q,Q
rotate016.jpg,Q,Q
rotate021.jpg,Q,Q
rotate022.jpg,Q,Q
rotate026.jpg,Q,Q
rotate027.jpg,Q,Q
rotate035.jpg,Q,Q
rotate038.jpg,Q,Q
rotate041.jpg,Q,Q
rotate043.jpg,Q,Q
rotate046.jpg,Q,Q
rotate047.jpg,Q,Q
rotate049.jpg,Q,Q
rotate053.jpg,Q,Q
rotate055.jpg,Q,Q
rotate056.jpg,Q,Q
rotate079.jpg,Q,Q
rotate081.jpg,Q,Q
rotate087.jpg,Q,Q
rotate119.jpg,Q,Q
rotate124.jpg,Q,Q
rotate127.jpg,Q,Q
rotate128.jpg,Q,Q
rotate139.jpg,Q,Q
wall white (3).jpg,Q,Q
