Nama File,Label Prediksi,Nama Folder
augmented_image_13.jpg,D,D
augmented_image_14.jpg,D,D
augmented_image_15.jpg,D,D
augmented_image_16.jpg,D,D
augmented_image_22.jpg,D,D
augmented_image_24.jpg,D,D
augmented_image_26.jpg,D,D
augmented_image_3.jpg,D,D
augmented_image_33.jpg,D,D
augmented_image_34.jpg,D,D
augmented_image_41.jpg,D,D
augmented_image_43.jpg,D,D
augmented_image_44.jpg,D,D
augmented_image_45.jpg,D,D
augmented_image_5.jpg,D,D
augmented_image_61.jpg,D,D
augmented_image_62.jpg,D,D
augmented_image_64.jpg,D,D
augmented_image_66.jpg,D,D
augmented_image_67.jpg,D,D
augmented_image_68.jpg,D,D
augmented_image_71.jpg,D,D
augmented_image_77.jpg,D,D
augmented_image_83.jpg,D,D
augmented_image_91.jpg,D,D
augmented_image_94.jpg,D,D
augmented_image_96.jpg,D,D
flip002.jpg,D,D
flip003.jpg,D,D
flip007.jpg,D,D
flip008.jpg,D,D
flip020.jpg,D,D
flip022.jpg,D,D
flip025.jpg,D,D
flip027.jpg,D,D
flip032.jpg,D,D
flip041.jpg,D,D
flip046.jpg,D,D
flip049.jpg,D,D
flip055.jpg,D,D
flip062.jpg,D,D
flip063.jpg,D,D
flip072.jpg,D,D
flip074.jpg,D,D
flip087.jpg,D,D
flip093.jpg,D,D
flip097.jpg,D,D
flip100.jpg,D,D
flip101.jpg,D,D
flip106.jpg,D,D
flip110.jpg,D,D
flip112.jpg,D,D
flip126.jpg,D,D
flip137.jpg,D,D
flip143.jpg,D,D
flip144.jpg,D,D
image_26.jpg,D,D
image_29.jpg,D,D
rotate003.jpg,D,D
rotate005.jpg,D,D
rotate014.jpg,D,D
rotate015.jpg,D,D
rotate023.jpg,D,D
rotate039.jpg,D,D
rotate040.jpg,D,D
rotate041.jpg,D,D
rotate047.jpg,D,D
rotate054.jpg,D,D
rotate060.jpg,D,D
rotate063.jpg,D,D
rotate065.jpg,D,D
rotate069.jpg,D,D
rotate071.jpg,D,D
rotate088.jpg,D,D
rotate096.jpg,D,D
rotate097.jpg,D,D
rotate100.jpg,D,D
rotate102.jpg,D,D
rotate113.jpg,D,D
rotate116.jpg,D,D
rotate123.jpg,D,D
rotate127.jpg,D,D
rotate132.jpg,D,D
rotate133.jpg,D,D
rotate134.jpg,D,D
rotate140.jpg,D,D
rotate142.jpg,D,D
