Nama File,Label Prediksi,Nama Folder
augmented_image_10.jpg,X,X
augmented_image_17.jpg,X,X
augmented_image_22.jpg,X,X
augmented_image_25.jpg,X,X
augmented_image_30.jpg,X,X
augmented_image_33.jpg,X,X
augmented_image_39.jpg,X,X
augmented_image_41.jpg,X,X
augmented_image_42.jpg,X,X
augmented_image_43.jpg,X,X
augmented_image_44.jpg,X,X
augmented_image_46.jpg,X,X
augmented_image_5.jpg,X,X
augmented_image_55.jpg,X,X
augmented_image_57.jpg,X,X
augmented_image_58.jpg,X,X
augmented_image_69.jpg,X,X
augmented_image_80.jpg,X,X
augmented_image_81.jpg,X,X
augmented_image_97.jpg,X,X
body dot (1).jpg,X,X
body dot (3).jpg,X,X
body white (1).jpg,X,X
flip007.jpg,X,X
flip011.jpg,X,X
flip013.jpg,X,X
flip022.jpg,X,X
flip025.jpg,X,X
flip031.jpg,X,X
flip034.jpg,X,X
flip038.jpg,X,X
flip045.jpg,X,X
flip047.jpg,X,X
flip055.jpg,X,X
flip056.jpg,X,X
flip058.jpg,X,X
flip063.jpg,X,X
flip068.jpg,X,X
flip076.jpg,X,X
flip077.jpg,X,X
flip084.jpg,X,X
flip089.jpg,X,X
flip096.jpg,X,X
flip100.jpg,X,X
flip103.jpg,X,X
flip106.jpg,X,X
flip110.jpg,X,X
flip116.jpg,X,X
flip130.jpg,X,X
flip147.jpg,X,X
image_13 c.jpg,X,X
image_14.jpg,X,X
image_16.jpg,X,X
image_17.jpg,X,X
image_18.jpg,X,X
image_21.jpg,X,X
image_23.jpg,X,X
image_27.jpg,X,X
image_34.jpg,X,X
rotate002.jpg,X,X
rotate007.jpg,X,X
rotate008.jpg,X,X
rotate024.jpg,X,X
rotate025.jpg,X,X
rotate035.jpg,X,X
rotate040.jpg,X,X
rotate045.jpg,X,X
rotate046.jpg,X,X
rotate049.jpg,X,X
rotate054.jpg,X,X
rotate059.jpg,X,X
rotate066.jpg,X,X
rotate078.jpg,X,X
rotate084.jpg,X,X
rotate086.jpg,X,X
rotate091.jpg,X,X
rotate100.jpg,X,X
rotate106.jpg,X,X
rotate113.jpg,X,X
rotate116.jpg,X,X
rotate117.jpg,X,X
rotate118.jpg,X,X
rotate126.jpg,X,X
rotate127.jpg,X,X
rotate128.jpg,X,X
rotate132.jpg,X,X
rotate133.jpg,X,X
wall white (2).jpg,X,X
wall white (3).jpg,X,X
