Nama File,Label Prediksi,Nama Folder
augmented_image_0.jpg,C,C
augmented_image_10.jpg,C,C
augmented_image_100.jpg,C,C
augmented_image_19.jpg,C,C
augmented_image_20.jpg,C,C
augmented_image_31.jpg,C,C
augmented_image_32.jpg,C,C
augmented_image_37.jpg,C,C
augmented_image_38.jpg,C,C
augmented_image_49.jpg,C,C
augmented_image_5.jpg,C,C
augmented_image_51.jpg,C,C
augmented_image_53.jpg,C,C
augmented_image_55.jpg,C,C
augmented_image_60.jpg,C,C
augmented_image_61.jpg,C,C
augmented_image_62.jpg,C,C
augmented_image_73.jpg,C,C
augmented_image_75.jpg,C,C
augmented_image_8.jpg,C,C
augmented_image_81.jpg,C,C
augmented_image_82.jpg,C,C
augmented_image_85.jpg,C,C
augmented_image_92.jpg,C,C
augmented_image_98.jpg,C,C
body dot (3).jpg,C,C
body dot (4).jpg,C,C
body white (2).jpg,C,C
flip001.jpg,C,C
flip002.jpg,C,C
flip006.jpg,C,C
flip007.jpg,C,C
flip008.jpg,C,C
flip010.jpg,C,C
flip013.jpg,C,C
flip028.jpg,C,C
flip029.jpg,C,C
flip031.jpg,C,C
flip032.jpg,C,C
flip037.jpg,C,C
flip038.jpg,C,C
flip039.jpg,C,C
flip040.jpg,C,C
flip045.jpg,C,C
flip055.jpg,C,C
flip061.jpg,C,C
flip062.jpg,C,C
flip063.jpg,C,C
flip065.jpg,C,C
flip076.jpg,C,C
flip078.jpg,C,C
flip081.jpg,C,C
flip087.jpg,C,C
flip099.jpg,C,C
flip101.jpg,C,C
flip102.jpg,C,C
flip120.jpg,C,C
flip128.jpg,C,C
flip132.jpg,C,C
flip135.jpg,C,C
image_21.jpg,C,C
image_8.jpg,C,C
rotate013.jpg,C,C
rotate023.jpg,C,C
rotate028.jpg,C,C
rotate031.jpg,C,C
rotate043.jpg,C,C
rotate051.jpg,C,C
rotate052.jpg,C,C
rotate057.jpg,C,C
rotate071.jpg,C,C
rotate074.jpg,C,C
rotate084.jpg,C,C
rotate088.jpg,C,C
rotate089.jpg,C,C
rotate095.jpg,C,C
rotate117.jpg,C,C
rotate119.jpg,C,C
rotate120.jpg,C,C
rotate122.jpg,C,C
rotate135.jpg,C,C
rotate140.jpg,C,C
rotate142.jpg,C,C
wall white (1).jpg,C,C
wall white (2).jpg,C,C
wall white (3).jpg,C,C
