Nama File,Label Prediksi,Nama Folder
augmented_image_100.jpg,R,R
augmented_image_11.jpg,R,R
augmented_image_12.jpg,R,R
augmented_image_13.jpg,R,R
augmented_image_14.jpg,R,R
augmented_image_18.jpg,R,R
augmented_image_23.jpg,R,R
augmented_image_29.jpg,R,R
augmented_image_38.jpg,R,R
augmented_image_42.jpg,R,R
augmented_image_44.jpg,R,R
augmented_image_45.jpg,R,R
augmented_image_46.jpg,R,R
augmented_image_51.jpg,R,R
augmented_image_52.jpg,R,R
augmented_image_53.jpg,R,R
augmented_image_58.jpg,R,R
augmented_image_59.jpg,R,R
augmented_image_64.jpg,R,R
augmented_image_71.jpg,R,R
augmented_image_74.jpg,R,R
augmented_image_82.jpg,R,R
augmented_image_84.jpg,R,R
augmented_image_91.jpg,R,R
augmented_image_92.jpg,R,R
augmented_image_93.jpg,R,R
augmented_image_97.jpg,R,R
flip004.jpg,R,R
flip006.jpg,R,R
flip010.jpg,R,R
flip015.jpg,R,R
flip017.jpg,R,R
flip024.jpg,R,R
flip037.jpg,R,R
flip056.jpg,R,R
flip058.jpg,R,R
flip060.jpg,R,R
flip062.jpg,R,R
flip063.jpg,R,R
flip077.jpg,R,R
flip078.jpg,R,R
flip082.jpg,R,R
flip088.jpg,R,R
flip093.jpg,R,R
flip105.jpg,R,R
flip107.jpg,R,R
flip108.jpg,R,R
flip110.jpg,R,R
flip113.jpg,R,R
flip122.jpg,R,R
flip129.jpg,R,R
flip140.jpg,R,R
image_1.jpg,R,R
image_12.jpg,R,R
image_3.jpg,R,R
image_30.jpg,R,R
image_5.jpg,R,R
image_6.jpg,R,R
image_8.jpg,R,R
rotate007.jpg,R,R
rotate026.jpg,R,R
rotate033.jpg,R,R
rotate038.jpg,R,R
rotate039.jpg,R,R
rotate040.jpg,R,R
rotate041.jpg,R,R
rotate059.jpg,R,R
rotate060.jpg,R,R
rotate061.jpg,R,R
rotate062.jpg,R,R
rotate068.jpg,R,R
rotate081.jpg,R,R
rotate082.jpg,R,R
rotate083.jpg,R,R
rotate093.jpg,R,R
rotate101.jpg,R,R
rotate103.jpg,R,R
rotate104.jpg,R,R
rotate116.jpg,R,R
rotate123.jpg,R,R
rotate125.jpg,R,R
rotate128.jpg,R,R
rotate132.jpg,R,R
rotate133.jpg,R,R
rotate137.jpg,R,R
rotate138.jpg,R,R
rotate139.jpg,R,R
wall white (1).jpg,R,R
