Nama File,Label Prediksi,Nama Folder
IMG_20191210_180554.jpg,I,I
augmented_image_10.jpg,I,I
augmented_image_12.jpg,I,I
augmented_image_13.jpg,I,I
augmented_image_14.jpg,I,I
augmented_image_23.jpg,I,I
augmented_image_24.jpg,I,I
augmented_image_28.jpg,I,I
augmented_image_30.jpg,I,I
augmented_image_39.jpg,I,I
augmented_image_47.jpg,I,I
augmented_image_49.jpg,I,I
augmented_image_51.jpg,I,I
augmented_image_55.jpg,I,I
augmented_image_57.jpg,I,I
augmented_image_69.jpg,I,I
augmented_image_71.jpg,I,I
augmented_image_79.jpg,I,I
augmented_image_82.jpg,I,I
augmented_image_86.jpg,I,I
augmented_image_94.jpg,I,I
augmented_image_95.jpg,I,I
augmented_image_98.jpg,I,I
body dot (2).jpg,I,I
body dot (4).jpg,I,I
body white (1).jpg,I,I
flip002.jpg,I,I
flip003.jpg,I,I
flip018.jpg,I,I
flip026.jpg,I,I
flip032.jpg,I,I
flip039.jpg,I,I
flip042.jpg,I,I
flip050.jpg,I,I
flip076.jpg,I,I
flip080.jpg,I,I
flip081.jpg,I,I
flip088.jpg,I,I
flip093.jpg,I,I
flip096.jpg,I,I
flip097.jpg,I,I
flip101.jpg,I,I
flip120.jpg,I,I
flip126.jpg,I,I
flip127.jpg,I,I
flip128.jpg,I,I
flip131.jpg,I,I
flip139.jpg,I,I
flip140.jpg,I,I
flip149.jpg,I,I
image_10.jpg,I,I
image_17.jpg,I,I
image_2.jpg,I,I
image_22.jpg,I,I
image_31.jpg,I,I
image_34.jpg,I,I
image_35.jpg,I,I
image_5.jpg,I,I
image_6.jpg,I,I
rotate008.jpg,I,I
rotate009.jpg,I,I
rotate012.jpg,I,I
rotate014.jpg,I,I
rotate024.jpg,I,I
rotate028.jpg,I,I
rotate029.jpg,I,I
rotate033.jpg,I,I
rotate034.jpg,I,I
rotate045.jpg,I,I
rotate048.jpg,I,I
rotate051.jpg,I,I
rotate061.jpg,I,I
rotate068.jpg,I,I
rotate069.jpg,I,I
rotate075.jpg,I,I
rotate078.jpg,I,I
rotate081.jpg,I,I
rotate085.jpg,I,I
rotate098.jpg,I,I
rotate099.jpg,I,I
rotate104.jpg,I,I
rotate107.jpg,I,I
rotate127.jpg,I,I
rotate131.jpg,I,I
rotate134.jpg,I,I
rotate140.jpg,I,I
rotate148.jpg,I,I
rotate149.jpg,I,I
wall white (3).jpg,I,I
wall white (4).jpg,I,I
