Nama File,Label Prediksi,Nama Folder
IMG_20191210_180809.jpg,N,N
augmented_image_10.jpg,N,N
augmented_image_13.jpg,N,N
augmented_image_24.jpg,N,N
augmented_image_26.jpg,N,N
augmented_image_30.jpg,N,N
augmented_image_31.jpg,N,N
augmented_image_34.jpg,N,N
augmented_image_37.jpg,N,N
augmented_image_39.jpg,N,N
augmented_image_64.jpg,N,N
augmented_image_7.jpg,N,N
augmented_image_72.jpg,N,N
augmented_image_74.jpg,N,N
augmented_image_76.jpg,N,N
augmented_image_80.jpg,N,N
augmented_image_93.jpg,N,N
augmented_image_94.jpg,N,N
augmented_image_97.jpg,N,N
flip000.jpg,N,N
flip001.jpg,N,N
flip013.jpg,N,N
flip015.jpg,N,N
flip017.jpg,N,N
flip022.jpg,N,N
flip024.jpg,N,N
flip027.jpg,N,N
flip029.jpg,N,N
flip036.jpg,N,N
flip041.jpg,N,N
flip043.jpg,N,N
flip045.jpg,N,N
flip047.jpg,N,N
flip054.jpg,N,N
flip055.jpg,N,N
flip059.jpg,N,N
flip064.jpg,N,N
flip066.jpg,N,N
flip067.jpg,N,N
flip069.jpg,N,N
flip082.jpg,N,N
flip083.jpg,N,N
flip086.jpg,N,N
flip088.jpg,N,N
flip098.jpg,N,N
flip100.jpg,N,N
flip102.jpg,N,N
flip103.jpg,N,N
flip107.jpg,N,N
flip113.jpg,M,N
flip122.jpg,N,N
flip130.jpg,N,N
flip131.jpg,N,N
flip137.jpg,N,N
flip138.jpg,N,N
flip141.jpg,N,N
image_13 copy.jpg,M,N
image_15.jpg,N,N
image_22.jpg,N,N
image_26.jpg,N,N
image_28.jpg,N,N
image_3.jpg,N,N
image_5.jpg,N,N
image_6.jpg,N,N
rotate011.jpg,N,N
rotate015.jpg,N,N
rotate037.jpg,N,N
rotate039.jpg,N,N
rotate042.jpg,N,N
rotate045.jpg,N,N
rotate047.jpg,N,N
rotate051.jpg,N,N
rotate054.jpg,N,N
rotate059.jpg,N,N
rotate063.jpg,N,N
rotate070.jpg,N,N
rotate081.jpg,N,N
rotate086.jpg,N,N
rotate088.jpg,N,N
rotate106.jpg,N,N
rotate108.jpg,N,N
rotate109.jpg,N,N
rotate113.jpg,M,N
rotate117.jpg,N,N
rotate120.jpg,N,N
rotate129.jpg,N,N
rotate138.jpg,N,N
rotate141.jpg,N,N
